id,timestamp,market,sinal,entry_price,stop_loss,alvo1,alvo2,quantidade,risco_usd,rr_planejado,score_ponderado,qualidade_setup,mentor_veredicto,status,exit_price,exit_timestamp,pnl_usd,pnl_pct,resultado,motivo_saida,erros_execucao,notas,ordem_id,alpha_vs_btc
2026-05-13 08:57:14,ATAUSDT,0,NONE,G1|G2,G4,11,0459,BEARISH,-33,68,0,0,007146,2011732,45476417,0,,,bloqueado G4,20260513_0857,
2026-05-13 08:57:14,POLSUSDT,0,NONE,G1|G2,G4,4,2629,BULLISH,59,27,0,0,123597,318700,59887393,0,,,bloqueado G4,20260513_0857,
2026-05-13 08:57:14,MLNUSDT,0,NONE,G1|G2,G4,5,2645,BEARISH,-25,89,0,2,264,5422,8455807,0,,,bloqueado G4,20260513_0857,
2026-05-13 08:57:15,IRYSUSDT,0,NONE,G1|G2,G4,2,1646,NEUTRAL,-5,27,0,0,050007,605682,52069553,0,,,bloqueado G4,20260513_0857,
2026-05-13 08:57:15,INJUSDT,95,DISCOVERY,G1|G2|G3|G4|G5|G6,,2,1139,BULLISH,22,77,0,5,8805,204560,25160071,1,44,0,5,2,DISCOVERY score=95 gates=G1;G2;G3;G4;G5;G6,20260513_0857,
2026-05-13 08:57:15,FARMUSDT,0,NONE,G1,G1B,9,3309,BEARISH,-23,02,11822,22,9,4996,1686,26048846,0,,,BLOQUEADO -- G1B: spike de distribuicao (chg=-23.02% com spike 9.3309x),20260513_0857,
2026-05-13 09:36:43,FIOUSDT,0,NONE,G1|G2,G4,2,0935,BULLISH,10,88,0,0,000807,8435036,7389066,0,,,bloqueado G4,20260513_0936,
2026-05-13 09:36:44,COSUSDT,0,NONE,G1|G2,G4,3,5256,BULLISH,23,02,0,0,00153714,8639311,91940122,0,,,bloqueado G4,20260513_0936,
2026-05-13 09:36:44,SYSUSDT,0,NONE,G1|G2,G4,2,6103,BEARISH,-34,18,0,0,006712,972340,03741101,0,,,bloqueado G4,20260513_0936,
2026-05-13 09:36:44,ATAUSDT,0,NONE,G1|G2,G4,11,2818,BEARISH,-34,09,0,0,007102,2054686,81543937,0,,,bloqueado G4,20260513_0936,
2026-05-13 09:36:45,TRIAUSDT,0,NONE,G1|G2,G4,2,0059,BULLISH,7,79,0,0,045107,427233,11632545,0,,,bloqueado G4,20260513_0936,
2026-05-13 09:36:45,POLSUSDT,0,NONE,G1|G2,G4,4,3261,BULLISH,50,03,0,0,116427,323427,29839883,0,,,bloqueado G4,20260513_0936,
2026-05-13 09:36:45,MLNUSDT,0,NONE,G1|G2,G4,5,541,BEARISH,-26,24,0,2,2534,5707,66623344,0,,,bloqueado G4,20260513_0936,
2026-05-13 09:36:45,IRYSUSDT,0,NONE,G1|G2,G4,2,1964,NEUTRAL,-0,36,0,0,052599,614591,65810302,0,,,bloqueado G4,20260513_0936,
2026-05-13 09:36:46,INJUSDT,85,DISCOVERY,G1|G2|G3|G4|G6,,2,2997,BULLISH,21,61,0,5,8254,222544,82828691,1,44,0,5,2,DISCOVERY score=85 gates=G1;G2;G3;G4;G6,20260513_0936,
2026-05-13 09:36:46,FARMUSDT,0,NONE,G1,G1B,9,5958,BEARISH,-19,98,11822,22,9,8497,1734,1393366,0,,,BLOQUEADO -- G1B: spike de distribuicao (chg=-19.98% com spike 9.5958x),20260513_0936,
2026-05-13 10:16:29,FIOUSDT,0,NONE,G1|G2,G4,2,121,BULLISH,11,98,0,0,000813,8545833,51027359,0,,,bloqueado G4,20260513_1016,
2026-05-13 10:16:29,TURBOUSDT,0,NONE,G1|G2,G4,2,0237,NEUTRAL,4,69,0,0,00135369,29234808,777069,0,,,bloqueado G4,20260513_1016,
2026-05-13 10:16:30,COSUSDT,0,NONE,G1|G2,G4,3,8687,BULLISH,39,9,0,0,00173481,9480119,58437046,0,,,bloqueado G4,20260513_1016,
2026-05-13 10:16:30,SYSUSDT,0,NONE,G1|G2,G4,2,6768,BEARISH,-34,85,0,0,00665,997087,2848568,0,,,bloqueado G4,20260513_1016,
2026-05-13 10:16:30,ATAUSDT,0,NONE,G1|G2,G4,12,2288,BEARISH,-35,67,0,0,006932,2227166,52584875,0,,,bloqueado G4,20260513_1016,
2026-05-13 10:16:31,POLSUSDT,0,NONE,G1|G2,G4,4,4054,BULLISH,44,47,0,0,112111,329355,88229351,0,,,bloqueado G4,20260513_1016,
2026-05-13 10:16:31,MLNUSDT,0,NONE,G1|G2,G4,5,8149,BEARISH,-27,47,0,2,2159,5989,78813356,0,,,bloqueado G4,20260513_1016,
2026-05-13 10:16:31,IRYSUSDT,0,NONE,G1|G2,G4,2,2085,NEUTRAL,-0,8,0,0,052365,617993,97167553,0,,,bloqueado G4,20260513_1016,
2026-05-13 10:16:31,INJUSDT,95,DISCOVERY,G1|G2|G3|G4|G5|G6,,2,5863,BULLISH,22,97,0,5,8844,250276,65457941,1,44,0,5,2,DISCOVERY score=95 gates=G1;G2;G3;G4;G5;G6,20260513_1016,
2026-05-13 10:16:32,FARMUSDT,0,NONE,G1,G1B,9,6764,BEARISH,-24,41,11822,22,9,3276,1748,69622759,0,,,BLOQUEADO -- G1B: spike de distribuicao (chg=-24.41% com spike 9.6764x),20260513_1016,
2026-05-14 18:31:04,COMMONUSDT,0,NONE,G1|G2,G4,2,6056,NEUTRAL,-8,84,0,0,000268,28913435,5885516,0,,,bloqueado G4,20260514_1831,
2026-05-14 18:31:04,HAJIMIUSDT,0,NONE,G1|G2,G4,2,3294,BULLISH,43,46,0,0,01643,479765,48425895,0,,,bloqueado G4,20260514_1831,
2026-05-14 18:31:05,DEGENUSDT,0,NONE,G1|G2,G4,2,0217,BULLISH,61,5,0,0,00117519,43270381,1109143,0,,,bloqueado G4,20260514_1831,
2026-05-14 18:31:05,SYSUSDT,0,NONE,G1|G2,G4,2,3061,NEUTRAL,-5,84,0,0,006171,1817947,14170973,0,,,bloqueado G4,20260514_1831,
2026-05-14 18:31:05,SWARMSUSDT,0,NONE,G1|G2,G4,2,5637,BEARISH,-17,86,0,0,013885,1405492,70747731,0,,,bloqueado G4,20260514_1831,
2026-05-14 18:31:05,NATUSDT,0,NONE,G1|G2,G4,2,8887,NEUTRAL,3,8,0,1,30684E-07,97108750761,23,0,,,bloqueado G4,20260514_1831,
2026-05-14 18:31:06,IMXUSDT,0,NONE,G1|G2,G4,5,7931,BULLISH,10,97,0,0,2034,799442,27908418,0,,,bloqueado G4,20260514_1831,
2026-05-14 18:31:06,DODOUSDT,0,NONE,G1|G2,G4,2,3142,BULLISH,12,17,0,0,020345,280547,0242188,0,,,bloqueado G4,20260514_1831,
2026-05-14 18:31:06,SIRENUSDT,0,NONE,G1|G2,G4,9,2044,BEARISH,-49,49,0,0,578916,443523,12049728,0,,,bloqueado G4,20260514_1831,
2026-05-14 18:31:07,HIGHERUSDT,0,NONE,G1|G2,G4,3,8191,BULLISH,72,32,0,0,00039626,36113132,0679443,0,,,bloqueado G4,20260514_1831,
2026-05-14 18:31:07,MLNUSDT,0,NONE,G1|G2,G4,4,2693,BULLISH,36,91,0,2,9955,16101,13982946,0,,,bloqueado G4,20260514_1831,
